partner,year,product,flow,value
11,2001,233,239,4720278.409391232
12,2014,232,240,66.37441207708571
14,2006,233,240,29.362385321110615
15,2000,233,239,17190.0
15,2001,233,239,70537.31171675856
15,2008,225,239,4358.153010918073
15,2009,225,239,10170.341551314468
15,2009,232,239,2864.713735768657
15,2010,225,239,8544.390684409676
15,2011,225,239,9493.851272016796
15,2011,232,239,2539.9018515733896
15,2012,225,239,6527.777268695519
17,2010,232,240,6514.856869803143
17,2011,232,240,3572.9911647791882
17,2012,232,240,7055.183083292942
18,2001,233,239,1.968171871892591
18,2002,232,240,344.5564085448359
18,2004,232,240,438.75464880881856
25,1999,224,239,2028.3304029293377
25,2000,233,239,137428.0
25,2001,233,239,63153.71493935351
26,1995,233,239,2960.1754280568166
27,1992,233,240,1662674.723346669
27,1993,233,240,893069.5747782247
27,1994,233,240,384573.54959144077
27,2000,233,240,743979.0
27,2001,233,240,1093167.8516058605
27,2002,233,240,952013.2833781401
27,2003,233,240,1576279.15760855
27,2004,233,240,1894227.5245794435
27,2005,233,240,2178749.2451723963
27,2006,226,239,1364036.316455817
27,2006,233,240,1405048.8623857852
27,2007,226,239,1484946.3169168525
27,2007,233,240,261127.3936978535
27,2008,226,239,980894.3204039261
27,2009,226,239,557320.5352608657
27,2012,233,240,175773.10014800864
27,2013,226,240,19.281382600931
33,1990,233,239,2723.1668910908897
33,1991,233,239,12537.436161893684
33,1992,233,239,22131.467883405643
33,2000,233,239,799.0
33,2001,233,239,309.98706982308306
33,2003,233,239,569.154327424621
33,2004,233,239,182.9057992424975
33,2005,233,239,51.02286995516912
33,2006,233,239,51.00000000000452
33,2007,224,239,627.026052649326
33,2007,233,239,29.164002448805856
33,2008,224,239,1637.6456567792504
33,2008,233,239,36.78404090611855
33,2009,233,239,683.4253419608394
33,2010,233,239,97.5762832699509
33,2011,233,239,49.64624416679808
33,2012,233,239,116.70523781208004
33,2013,233,239,147.8759016348022
33,2014,233,239,65.87780958993234
41,2000,233,239,8738.0
41,2002,225,239,6357.42939814805
41,2002,232,240,112.88885180243912
41,2003,225,239,9744.403545363526
41,2003,232,239,30.09124087592407
41,2003,233,239,2684.998435871739
41,2004,225,239,31153.39117354265
41,2004,232,240,76.53732210458092
41,2005,225,239,8478.669955158974
41,2005,232,239,61.37533632288459
41,2005,232,240,19.790228203625862
41,2006,225,239,26580.68354430615
41,2006,232,240,161.8899082569342
41,2006,233,239,32020.2531645598
41,2007,225,239,17994.189510913213
41,2008,225,239,6922.454163948721
41,2008,232,240,31.050613001229088
41,2009,225,239,32613.30043410555
41,2009,233,239,35423.988451142126
41,2010,225,239,15103.162785169388
41,2010,233,239,63242.36335550613
41,2011,225,239,7566.087611020027
41,2011,232,240,3576.3153928748116
41,2012,225,239,29094.80868777108
41,2013,225,239,13905.845656837922
41,2013,226,240,12.854255067287331
41,2013,232,240,9105.097339328528
41,2014,225,239,21387.230883371532
41,2014,233,240,157.84839174634666
45,2004,233,239,1706120.2825751458
45,2005,233,239,757853.0399104947
45,2006,233,239,3016071.5696205203
45,2007,233,239,1648245.1010131324
46,1992,233,239,3351065.27582845
46,1993,233,239,1820552.2873800052
46,1994,233,239,1961645.7551922547
46,1995,233,239,85595.43406429348
46,1996,233,239,228871.27427863164
46,1997,233,239,729479.4070604336
46,1998,233,239,2361437.0898539717
46,1999,233,239,2235124.6673980937
46,2000,233,239,3336626.0
46,2001,233,239,656464.0461510548
46,2002,233,239,647070.2719907307
46,2003,233,239,1141127.7742444463
46,2004,233,239,741245.2926480889
46,2005,224,239,5429.129147983358
46,2005,233,239,951086.2614352044
46,2006,224,239,5411.164556962504
46,2006,233,239,681272.8481013261
46,2007,233,239,375121.4206515644
46,2008,232,239,1320.194344849734
46,2008,233,239,797893.213005015
46,2009,233,239,754590.7199606746
46,2010,233,239,1000231.5552517875
46,2011,233,239,674891.5396658947
46,2012,233,239,801371.9475342096
46,2013,233,239,582365.1513633364
46,2014,233,239,722912.0257582536
47,2001,233,239,24430.91744580273
49,1991,224,239,51982.45060105714
49,1992,233,239,2993.7580217810983
49,1993,224,239,9112.534789216423
49,1993,233,239,2163.036350227766
49,1994,224,239,10099.73740383521
49,1994,233,239,7448.661804599602
49,1995,233,239,800.9711625113575
49,1997,224,239,26570026.07594602
49,1997,226,239,8234332.438616817
49,1997,233,239,6616.72826958828
49,1998,224,239,3927986.673650275
49,1998,226,239,9369446.940183165
49,1998,233,239,5080.601463907898
49,1999,224,239,7184.324542120769
49,1999,226,239,18887109.6219681
49,2000,224,239,12881.0
49,2000,233,239,779156.0
49,2001,224,239,20912.810224794724
49,2001,233,239,547969.5557989116
49,2001,233,240,372651.60439934424
49,2002,224,239,32672.72106481431
49,2003,224,239,298113.06360804045
49,2003,233,239,1273990.0599587834
49,2004,224,239,97435.63888365078
49,2004,232,239,58.62365360336458
49,2004,233,239,12633.788175882424
49,2005,224,239,129156.63094173484
49,2005,233,240,319.2249853715302
49,2006,224,239,74079.75949367744
49,2006,233,239,697262.9620253782
49,2007,224,239,83967.08897351864
49,2007,233,240,233.69759621373257
49,2008,224,239,123565.15176822194
49,2008,226,239,17920878.867641367
49,2009,224,239,83215.81456302616
49,2009,226,239,22197952.24834109
49,2010,224,239,44651.142347903675
49,2010,232,239,124.02768536120266
49,2011,224,239,28726.309799792703
49,2011,226,239,35020628.93602709
49,2012,224,239,59581.88192745735
49,2012,232,239,565.6828262544211
49,2013,224,239,62126.70760576919
