partner,year,product,flow,value
11,2000,233,239,9146.0
11,2001,233,239,7335.9476286304025
14,2005,233,239,7901.33857725635
17,2008,232,240,5000.94347992293
18,2001,233,239,45.634177949732944
25,2000,233,239,9816.0
34,2002,233,240,543.0087567038198
34,2003,233,240,417.70542982046544
34,2006,233,240,917.4680427215438
35,1997,233,239,93507.22600888116
35,1998,233,239,39426.25035911179
35,1999,233,239,78237.04532731012
35,2000,233,239,234194.0
35,2001,233,239,82780.39880081556
35,2007,232,239,214.50710152549817
35,2010,233,240,658387.8165824693
35,2011,233,240,177588.59730385095
41,1993,224,239,5442062.928479394
41,1993,225,239,69844.4643151854
41,2002,225,239,5748.171839999321
41,2004,225,239,4887.894917111383
41,2006,225,239,10535.850641260258
41,2006,226,240,0.9338097126936834
41,2007,224,240,13.637422224762126
41,2009,224,240,2.0556626643960514
41,2009,226,240,5.653072327089141
41,2010,224,240,0.8163939205581803
41,2010,226,240,0.8163939205581803
41,2012,226,240,3.0024262137662796
41,2014,224,239,4499.8652997330155
46,1995,233,239,344289.70076976065
46,2000,233,239,1424752.0
46,2001,233,239,1845122.6606701787
49,2007,226,240,3087317.2354715494
53,1997,233,239,11403.096851962646
53,1998,233,240,3818.3855292545436
53,2006,226,240,8665893.738349428
53,2007,226,240,10779206.628827497
53,2008,226,240,12304801.19152931
53,2009,226,240,15322332.37311514
53,2010,226,240,18702562.594799373
53,2011,226,240,5693808.879969242
54,2000,233,239,30707.0
54,2001,233,239,169984.27058422522
54,2009,233,239,181.91224913747973
58,1998,224,239,17149768.788731586
70,1994,224,239,28175.85940059821
70,2000,233,239,785030.0
70,2000,233,240,4398.0
70,2001,233,239,1371546.3733005002
70,2001,233,240,10959.082323300341
70,2002,233,239,68021.36495999196
70,2006,226,240,765125.3923829837
70,2007,226,240,678955.9946735787
70,2008,226,240,726872.5071618867
70,2009,226,240,557508.0485601955
70,2012,233,239,38283.45639871222
70,2013,233,239,36186.219720007015
73,1996,233,239,46124.609268442546
73,1997,233,239,274379.5762202771
73,1997,233,240,6736.816388053107
73,1998,233,239,381361.4017548308
73,1999,232,239,3893.426875255813
73,1999,233,239,618037.2246413082
73,2000,233,239,657423.0
73,2001,233,239,298597.60953206586
73,2003,232,239,1076.7714369616983
83,1991,232,239,2045.9941463433645
83,1992,233,239,3826.4861511504573
83,1999,233,239,1542.0635021035037
84,1990,232,239,4962.479886417292
86,1998,224,240,574.4071171502962
86,1998,233,240,49032.756447752414
86,1999,233,240,8211.580204583437
87,2000,233,239,546693.0
87,2001,233,239,217632.4369208064
89,1993,233,239,164720.15159448676
89,1994,233,239,348945.7854036431
89,1994,233,240,8681.740512614739
89,1995,233,239,430319.3221133555
89,1995,233,240,71865.47893838245
89,1996,233,239,412221.8939291159
89,1997,233,239,420996.8403060985
89,1997,233,240,70013.18533460199
89,1998,233,239,627640.4694265054
89,1998,233,240,180542.41283943577
89,1999,233,239,388863.6273567293
89,1999,233,240,109257.19396256004
89,2000,225,239,689.0
89,2000,233,239,640189.0
89,2001,225,239,2332.413539653017
89,2001,232,239,700.7381547392325
