partner,year,product,flow,value
11,1993,233,239,1277068.1532012583
11,2005,233,239,4674137.257272355
11,2006,233,239,2256809.2866708674
11,2007,233,239,17480906.608290892
11,2008,233,239,4296141.051467623
11,2009,233,239,15862846.203123823
11,2010,233,239,3945650.9619027134
14,2007,233,239,71359.8528351636
14,2009,233,239,33046.48647109846
14,2011,233,239,11167.779532987117
15,1994,233,239,72854.70854584537
15,1996,233,239,834969.6403001555
15,2000,233,239,1022719.0
15,2001,233,239,177150.0822417329
15,2002,233,239,21489.165422047216
15,2003,233,239,330.59053363070797
15,2004,233,239,4545245.391736862
15,2005,224,239,38.41929273484361
15,2005,233,239,4720083.849936273
15,2006,224,239,23.358989313204937
15,2006,233,239,2819341.2459444455
15,2007,224,239,20.21703316907557
15,2007,233,239,3012.33794219226
15,2008,233,239,14384396.280290341
15,2009,233,239,5836135.014516741
15,2011,224,239,1442.9359221070629
15,2013,233,239,3143262.8263027705
18,2006,232,239,56.061574351691846
18,2008,232,239,84.16347254096031
20,2002,233,240,27345.44104548563
20,2008,233,240,163800.59636899483
20,2010,233,240,391412.40424312704
20,2012,233,240,775415.9808791257
20,2014,233,240,721069.34654633
21,2014,232,240,11897.814831244817
23,2005,224,240,15261.633685922458
23,2013,233,240,611895.4328141377
25,2000,224,239,3533.0
25,2000,233,239,165517.0
25,2001,224,239,6573.431142499877
25,2001,233,239,335201.79883817374
25,2002,224,239,7943.140303238254
25,2003,224,239,27333.374459173534
25,2003,233,239,3870.1463222782877
25,2004,224,239,18698.43306289095
25,2005,224,239,64301.409767989375
25,2008,233,240,86.72456465355913
25,2009,226,240,195.66634445276168
25,2010,233,239,6147.326507028259
25,2013,233,239,43538.483212117615
25,2014,232,240,3406.4811081096627
25,2014,233,239,73518.54566382706
26,1995,224,239,12942.410251443122
26,1995,233,239,22976.949323003995
26,1997,233,239,41269.29126948827
26,1998,233,239,24210.940634466493
33,1990,233,239,8195.582501662166
33,1992,233,239,4428.773516458447
33,1994,233,239,505395.2243528332
33,2000,233,239,73548.0
33,2001,233,239,43140.84121198794
33,2002,233,239,102.96266123560254
33,2003,224,239,41922.85669334978
33,2003,226,239,26.099252655055892
33,2003,233,239,384.0318604958224
33,2004,224,239,37813.85560346976
33,2004,233,239,25792.06097871648
33,2005,224,239,96927.07315841856
33,2005,233,239,24804.4558719334
33,2006,224,239,180495.68905611165
33,2006,233,239,4741.874830580602
33,2007,224,239,108799.70684706717
33,2007,233,239,25387.01654776055
33,2008,224,239,85946.90837811347
33,2008,233,239,21.929918901517826
33,2009,224,239,16098.858725265338
33,2009,226,239,109079.53911465876
33,2009,233,239,242380.21706421248
33,2010,224,239,11197.987100607574
33,2010,226,239,100635.00900634553
33,2010,233,239,206001.22570067865
33,2011,233,239,416198.259356075
33,2012,224,239,6191.936028833132
33,2012,233,239,572819.7385404739
33,2013,224,239,8374.84012121143
33,2013,233,239,5979728.338605567
33,2013,233,240,111752.94724818552
33,2014,233,239,1922483.075490272
33,2014,233,240,200436.423041279
40,2014,233,240,723049.0383685812
41,1990,225,239,29077.132069190775
41,1990,232,239,86048.88622753257
41,1991,232,239,11996.180419121783
41,1991,233,239,4031.8339882119526
41,1992,224,239,2387430.705365921
41,1992,225,239,204995.96372132903
41,1993,225,239,6423.886119465673
41,1994,225,239,35431.70161128617
41,1995,225,239,145549.40328811618
41,1996,225,239,33809.59193294205
41,1997,225,239,8437.729913755456
41,1998,225,239,33066.075951040846
41,1999,225,239,86892.99452803707
41,2000,225,239,126307.0
41,2000,233,239,144068.0
41,2001,224,239,13533.407677413512
41,2001,225,239,242818.5297870187
41,2002,224,239,46772.933921714866
41,2002,225,239,286365.9740892408
41,2003,224,239,20228.16362922332
41,2003,225,239,375220.25567085354
41,2003,233,240,7.340339974410674
41,2004,225,239,386621.3477436274
41,2004,232,239,63.690035496993595
41,2005,225,239,238711.55203172215
41,2005,232,239,48.02411591855451
41,2006,225,239,349529.90068921074
41,2006,232,239,162.73429221532774
41,2007,225,239,347271.46444058506
41,2007,232,239,28.58270206662408
41,2007,233,239,3241.6966978000482
41,2008,225,239,165947.2525308505
41,2008,232,239,98.98098531225614
41,2008,233,240,5440.69107076593
41,2009,225,239,331844.788913361
41,2009,232,239,3310.2762709519398
41,2009,233,239,1040.7249570994688
41,2009,233,240,10.463440879826829
41,2010,224,239,89.34889696626438
41,2010,225,239,365263.7986068059
41,2010,232,239,77.72130078572313
41,2010,233,239,10518.690692165426
41,2011,224,239,613.1116408651143
41,2011,225,239,171922.820346388
41,2011,232,239,76.23057701697691
41,2011,233,239,1808.2981876670021
41,2012,224,239,5413.67372451945
41,2012,225,239,164829.87087512665
41,2012,226,239,31.49346773285817
41,2012,232,239,26.155591845933056
41,2012,233,239,23180.259826561
41,2012,233,240,326.68755713670527
41,2013,224,239,245.87951515149484
41,2013,225,239,58306.19072726791
41,2013,233,239,63434.042484843245
41,2013,233,240,1.1914849428868415
41,2014,225,239,156947.97926920952
41,2014,233,239,40033.38587368151
41,2014,233,240,108.1514375579808
42,2005,233,240,70.0203417412482
42,2009,233,240,237386.1759288072
45,1991,232,239,3103.798297314821
45,2004,233,239,1404450.603322299
45,2007,225,239,14234.185629178792
45,2013,233,239,3716181.0546057536
46,1992,233,239,173171.67660028872
46,1993,233,239,83506.4460678797
46,1995,233,239,625210.6382975073
46,1996,233,239,437950.6547929929
46,1997,233,239,936854.7921018443
46,1998,233,239,2230663.1120184106
46,1999,233,239,2759247.1907720794
46,2000,233,239,1009620.0
46,2001,233,239,2000399.3991345202
46,2002,233,239,2884130.004979311
46,2003,233,239,2831230.771340248
46,2004,233,239,6362549.22553607
46,2005,224,239,1200.6028979638627
46,2005,233,239,4216435.736652024
46,2006,224,239,4185.930884926324
46,2006,233,239,4335124.749669764
46,2007,233,239,2306796.947267113
46,2008,233,239,1710917.1515489116
46,2009,232,239,339.1992452768639
46,2009,233,239,2941587.505835131
46,2010,233,239,2564073.447263221
46,2011,233,239,2350054.741419497
46,2012,232,239,5976.2858430013575
46,2012,233,239,2065212.971111964
46,2013,232,239,17289.121515150087
46,2013,233,239,2515905.8392725196
46,2014,224,239,1721.630235477093
46,2014,232,239,51325.416032805944
46,2014,233,239,2430553.703255847
49,1991,224,239,16156955.499999085
49,1992,224,239,11348654.761345865
49,1993,224,239,10743010.59647372
49,1993,233,239,34981.053932093506
49,1994,224,239,4973650.439734673
49,1994,233,239,41171.68753827414
49,1995,224,239,4531737.554542809
49,1995,226,239,3028171.97407947
49,1996,224,239,2463641.2577260383
49,1996,233,239,18466.422734412026
49,1997,224,239,3734648.550159531
49,1997,233,239,61389.03888637787
49,1998,224,239,2688466.24628204
49,1998,233,239,26485.551270244294
49,1999,224,239,1835810.3431163863
49,1999,233,239,40512.970152962924
49,2000,224,239,2581203.0
