"year","instrument","docid","url","policy","regulation","description","power","hydrocarbon"
"1912","Ley 4.273  10/21/1912","","","1","0","Creación de U.T.E.","1","0"
"1931","Ley 8.764  10/14/1931 approved 10/15/1931 ","39858387.0","http://www.iadb.org/document.cfm?id=39858387","1","0","Creación de ANCAP","0","1"
"1973","Ley 14.142  07/03/1973 -- D.O. 07/11/1973","39858402.0","http://www.iadb.org/document.cfm?id=39858402","1","0","Se declara de utilidad publica expropiacion de Gas y Dique Secto por el estado","0","1"
"1974","Ley 14.181  03/29/1974 -- D.O. 04/16/1974","39858443.0","http://www.iadb.org/document.cfm?id=39858443","1","0","Exploración y explotación de hidrocarburos","0","1"
"1975","Ley 14.416  08/28/1975 -- D.O. 09/08/1975","39858365.0","http://www.iadb.org/document.cfm?id=39858365","1","0","Apruébase la Rendición de Cuentas y Balance de Ejecución Presupuestal","1","1"
"1977","Ley 14.694  09/01/1977 -- D.O. 09/07/1977","39858432.0","http://www.iadb.org/document.cfm?id=39858432","1","0","Ley Nacional de Electricidad","1","0"
"1980","Ley 15.031 07/04/1980  -- D.O. 08/12/1980","39858601.0","http://www.iadb.org/document.cfm?id=39858601","0","1","Ley Orgánica de UTE","1","0"
"1982","Ley 15.312  08/20/1982 -- D.O. 08/30/1982","39858370.0","http://www.iadb.org/document.cfm?id=39858370","1","0","Fijación de precios de venta","0","1"
"1991","Ley 16.211 10/07/1991 -- D.O. 10/07/1991","39858583.0","http://www.iadb.org/document.cfm?id=39858583","1","0","Empresas Publicas (Comerciales E Industriales)","1","1"
"1993","Decreto 584 12/23/1993 -- D.O. 01/12/1994","39858659.0","http://www.iadb.org/document.cfm?id=39858659","1","0","Ministerio de Industria, Energía y Minería fija política nacional de hidrocarburos.","0","1"
"1997","Ley 16.832  06/17/1997 -- D.O. 06/27/1997","39858633.0","http://www.iadb.org/document.cfm?id=39858633","1","0","Actualizacion del Sistema Electrico Nacional Y Creacion de la Unidad Reguladora","1","0"
"2001","Ley 17.292  01/25/2001 -- D.O. 01/29/2001","39858616.0","http://www.iadb.org/document.cfm?id=39858616","1","0","Administracion Publica Y Empleo ","0","1"
"2002","Decreto 276  06/28/2002 -- D.O. 07/30/2002","39858486.0","http://www.iadb.org/document.cfm?id=39858486","0","1","Reglamento General del Marco Regulatorio del Sistema Eléctrico Nacional","1","0"
"2002","Decreto 277  06/28/2002 -- D.O. 07/30/2002","39858628.0","http://www.iadb.org/document.cfm?id=39858628","0","1","Reglamento de Distribución de Energía Eléctrica","1","0"
"2002","Decreto 278  06/28/2002 -- D.O. 06/30/2002","39858640.0","http://www.iadb.org/document.cfm?id=39858640","0","1","Reglamento de Trasmisión de Energía Eléctrica","1","0"
"2002","Decreto 360  09/11/2002 -- D.O. 09/17/2002","39858357.0","http://www.iadb.org/document.cfm?id=39858357","0","1","Reglamento del Mercado Mayorista de Energía Eléctrica","1","0"
"2002","Ley 17.567 10/20/2002 -- D.O. 10/29/2002","39858654.0","http://www.iadb.org/document.cfm?id=39858654","1","0","Combustible Biodiesel. Produccion. Interes Nacional","0","1"
"2002","Ley 17.453 02/28/2002 -- D.O. 03/01/2002","39858344.0","http://www.iadb.org/document.cfm?id=39858344","1","0","Adoptanse medidas tendientes al ajuste fiscal","0","1"
"2002","Ley 17.598 12/13/2002 -- D.O. 12/24/2002","39858626.0","http://www.iadb.org/document.cfm?id=39858626","1","0","Créase como órgano desconcentrado del Poder Ejecutivo, la URSEA","0","1"
"2003","Ley 17.615 12/30/2002 -- D.O. 01/17/2003","39858586.0","http://www.iadb.org/document.cfm?id=39858586","0","1","Tributacion que grava las enajenaciones","0","1"
"2006","Decreto 77  03/13/2006 -- D.O. 03/17/2006","39858645.0","http://www.iadb.org/document.cfm?id=39858645","0","1","Dispónese que la UTE promoverá la celebración de contratos especiales de compraventa de energía eléctrica","1","0"
"2007","Ley 18.195  11/14/2007 -- D.O. 11/28/2007","39858378.0","http://www.iadb.org/document.cfm?id=39858378","0","1","Fomento y la regulación de la producción, la comercialización y la utilización de agrocombustibles","0","1"
"2007","Ley 18.109  04/02/2007 -- D.O. 04/12/2007","39858575.0","http://www.iadb.org/document.cfm?id=39858575","0","1","Reduccion del IMESI a las enajenaciones de gasoil","0","1"
"2009","Decreto 354  08/03/2009 -- D.O. 08/12/2009","39858417.0","http://www.iadb.org/document.cfm?id=39858417","0","1","Declaracion de Interes Nacional Proyeto de Inversion Matriz Energetica del Pais","1","0"
"2009","Decreto 403  08/24/2009 -- D.O. 09/08/2009","39858651.0","http://www.iadb.org/document.cfm?id=39858651","0","1","Celebración de contratos especiales de compraventa con proveedores a instalarse en el territorio nacional","1","0"
"2009","Ley 18.585  09/18/2009  -- D.O. 10/07/2009","39858413.0","http://www.iadb.org/document.cfm?id=39858413","1","0","Declárase de Interés Nacional la investigación, el desarrollo y la formación en el uso de la energía solar.","1","0"
"2009","Ley 18.597  09/21/2009 -- D.O. 10/16/2009","39858621.0","http://www.iadb.org/document.cfm?id=39858621","0","1","Díctanse normas sobre la regulación y la promoción del uso eficiente de energía en el territorio nacional","1","0"
"2011","Ley 18.860  12/23/2011 -- D.O. 01/11/2012 ","39858607.0","http://www.iadb.org/document.cfm?id=39858607","1","0","Fomento de la eficiencia energética de los sistemas de alumbrado público departamentales.","1","0"
