"year","instrument","docid","url","policy","regulation","description","power","hydrocarbon"
"1957","Decreto No 48 del 02/20/1957. O.G. 16125 del 02/27/1957","38241311.0","http://www.iadb.org/document.cfm?id=38241311","1","0","Crea la Empresa Nacional de Energía Eléctrica (ENEE)","1","0"
"1968","","","","1","0","Construye la refinería Puerto Cortés de Texaco","0","1"
"1983","Decreto No 94 del 05/10/1983. O.G. Del 05/18/1983","38241330.0","http://www.iadb.org/document.cfm?id=38241330","1","0","Crea la Comisión Administradora de la Compra-Venta y Comercialización del Petróleo (CAP)","0","1"
"1984","Decreto No 194-84 del 10/25/1984. O.G. 24557 del 02/28/1985","38241335.0","http://www.iadb.org/document.cfm?id=38241335","0","1","Ley de Hidrocarburos","0","1"
"1986","Decreto No 146-86 del 10/29/1986. O.G. 25088 del 11/19/1986","38241336.0","http://www.iadb.org/document.cfm?id=38241336","0","1","Cambiar las tarifas requiere la aprobación del congreso","1","0"
"1986","Decreto No 146-86 del 10/29/1986. O.G. 25088 del 11/19/1986","38241336.0","http://www.iadb.org/document.cfm?id=38241336","1","0","Crea la Secretaría de Comunicaciones, Obras Públicas y Transporte (SECOPT)","1","0"
"1991","Decreto No 85-91 del 10/28/1991. O.G. 26589 del 11/11/1991","38241351.0","http://www.iadb.org/document.cfm?id=38241351","1","0","Crea la Comisión Nacional Supervisora de los Servicios Públicos (CNSSP)","1","0"
"1991","","","","1","0","Liberaliza los precios de asafalto y fueloil","0","1"
"1992","","","","1","0","Liberaliza los precios de gasolina","0","1"
"1993","","","","1","0","Texaco termina las operaciones de la refinería Puerto Cortez","0","1"
"1993","","","","1","0","Liberaliza los precios de fueloil","0","1"
"1994","Decreto 158-94 del 11/15/1994.O.G. 27511 del 11/26/1994","38241352.0","http://www.iadb.org/document.cfm?id=38241352","1","1","Ley del sub-secto eléctrico","1","0"
"1996","Decreto 218-96 del 12/27/1996. O.G. 28148 del 12/30/1996","38241361.0","http://www.iadb.org/document.cfm?id=38241361","1","0","Crea la Secretaría de Recursos Naturales y Ambiente (SERNA)","1","0"
"1996","Decreto 218-96 del 12/27/1996. O.G. 28148 del 12/30/1996","38241361.0","http://www.iadb.org/document.cfm?id=38241361","1","0","Elimina el requisito que el CNEE pide la aprobación del congreso para su plan de operativo anual","1","0"
"1998","Decreto 85-98 del 04/27/1998. O.G. Del 04/29/1998","38241372.0","http://www.iadb.org/document.cfm?id=38241372","1","0","Decreto para promover energías renovables","1","0"
"1998","Decreto No 131-98 del 04/30/1998. O.G. 28566 del 05/20/1998","39565243.0","http://www.iadb.org/document.cfm?id=39565243","1","0","Crea la Comisión Nacional de Energía (CNE)","1","0"
"1998","Decreto No 89-98 del 04/02/1998. O.G. 29695 del 10/22/1998","38241377.0","http://www.iadb.org/document.cfm?id=38241377","1","0","Reforma la ley de energía","1","0"
"1998","Decreto ejecutivo PCM-013-98 del 06/23/1998. O.G. 28644 del 08/19/1998","38241239.0","http://www.iadb.org/document.cfm?id=38241239","1","0","Crea la Unidad Técnica del Petróleo (UTP)","0","1"
"2000","Decreto 45-2000 del 05/02/2000. O.G. 29214 del 07/04/2000","38241242.0","http://www.iadb.org/document.cfm?id=38241242","0","1","Regula el precio de energía establecido en el Acuerdo de Compra de Energía entre la ENEE y las empresas privadas de generación","1","0"
"2001","Decreto No 74-2001 del 06/29/2001. O.G. 29583 del 09/17/2001","39565251.0","http://www.iadb.org/document.cfm?id=39565251","0","1","Ley de adquisición del estado","1","0"
"2002","Decreto ejecutivo PCM-026-2002 del 12/20/2002. O.G. del 12/23/2002","","","1","0","Decreto de energía de emergencia","1","0"
"2006","Decreto ejecutivo PCM-030-2006 del 08/27/2006. O.G. 31095 del 09/01/2006","38241273.0","http://www.iadb.org/document.cfm?id=38241273","1","0","Elimina la UTP y restituye el CAP","0","1"
"2007","Decreto No 70-2007 del 06/29/2007. O.G 31422 del 10/02/2007","38241282.0","http://www.iadb.org/document.cfm?id=38241282","0","1","Promueva la generación de electricidad con recursos renovables","1","0"
"2010","Decreto No 279-2010 del 01/19/2010","38241299.0","http://www.iadb.org/document.cfm?id=38241299","0","1","Ley Especial Regulatoria para los Proyectos Públicos de Energía Renovable","1","0"
