"year","instrument","docid","url","policy","regulation","description","power","hydrocarbon"
"1959","Decreto 1278 del 06/09/1959","38241225.0","http://www.iadb.org/document.cfm?id=38241225","1","0","Crea el Instituto Nacional de Electrificación","0","1"
"1972","","","","1","0","Nacionaliza la EEGSA","1","0"
"1983","","","","1","0","INDE adquiere EEGSA ","1","0"
"1983","Ley 106-83 del 09/08/1983","","","0","0","Crea el Ministerio de Energía y Minas","1","1"
"1983","Decreto 109-83 del 09/15/1983. D.O. No 11 del 09/16/1983","39565508.0","http://www.iadb.org/document.cfm?id=39565508","0","1","Ley de hidrocarburos","0","1"
"1985","","","","1","0","El gobierno otorga la primera concesión para la exploración de petróleo - Contracto 2-85","0","1"
"1985","","","","0","0","Crea la nueva constitución que declara la electrificación del país una prioridad nacional  ","1","0"
"1992","","","","1","0","El gobierno firma el primer acuerdo comercial para la compra de energía (PPA) con un generador privado","1","0"
"1992","","","","1","0","El gobierno libera las compañías de generación de energía de todos los impuestos de combustible importado ","1","0"
"1994","Decreto 64-94 del 12/07/1994. D.O. No 86 del 02/20/1995","38241168.0","http://www.iadb.org/document.cfm?id=38241168","0","0","Promulga la ley orgánica del Instituto Nacional de Electrificación (INDE)","1","0"
"1996","Decreto 93-96 del 11/13/1996. D.O. del 11/21/1996","38241937.0","http://www.iadb.org/document.cfm?id=38241937","0","1","Promulga la ley general de energía eléctrica  ","1","0"
"1996","Decreto 93-96 del 11/13/1996. D.O. del 11/21/1996","38241937.0","http://www.iadb.org/document.cfm?id=38241937","0","1","Crea el Consejo Nacional de Energía Eléctrica (CNEE)","1","0"
"1996","Decreto 93-96 del 11/13/1996. D.O. del 11/21/1996","38241937.0","http://www.iadb.org/document.cfm?id=38241937","1","0","Crea el administrador del Mercado Mayorista (AMM)","1","0"
"1997","Decreto 109-97 del 11/25/1997. D.O. del 11/26/1997","39565516.0","http://www.iadb.org/document.cfm?id=39565516","0","1","Promulga la ley de la comercialización de productos petróleos ","0","1"
"1998","","","","1","0","Reestructural el INDE - Crea ETCEE, EGEE, Deorsa, Docsa","1","0"
"1998","","","","1","0","Privatiza Deorsa y Deocsa","1","0"
"2000","","","","1","0","Crea la Empresa de Comercialización de Energía Eléctrica (ECOE)","1","0"
"2000","Decreto 96-2000 del 12/19/2000. D.O. del 01/02/2001","38241196.0","http://www.iadb.org/document.cfm?id=38241196","1","0","Promulga la ley de tarifa social - Establece un esquema de subsidios para el sector de energía ","1","0"
"2003","Decreto 52-2003 del 10/8/2003. D.O. del 11/10/2003","38241200.0","http://www.iadb.org/document.cfm?id=38241200","1","0","Promulga la ley de incentivos para promover el desarrollo de proyectos de energía renovable ","1","0"
"2008","Decreto 71-2008 del 11/18/2008. D.O. del 01/30/2009","38241216.0","http://www.iadb.org/document.cfm?id=38241216","0","1","Ley del fondo de desarrollo económico - ortorga una extensión de 15 años para los contratos de producción de petróleo ","0","1"
