"player","acronym","public","role","product","marketshare"
"Ministerio de Minas y Energía","MME","1","Policy","N/A","0.0"
"Ministerio de Minas y Energía","MME","1","Regulation","N/A","0.0"
"Ministerio de Minas y Energía","MME","1","Exploration/Production","Natural Gas","0.0"
"Ministerio de Minas y Energía","MME","1","Exploration/Production","Crude Oil","0.0"
"Ministerio de Minas y Energía","MME","1","Transformation","Natural Gas","0.0"
"Ministerio de Minas y Energía","MME","1","Transformation","Oil Derivatives","0.0"
"Ministerio de Minas y Energía","MME","1","Transformation","LPG","0.0"
"Ministerio de Minas y Energía","MME","1","Transportation","Natural Gas","0.0"
"Ministerio de Minas y Energía","MME","1","Transportation","Oil Derivatives","0.0"
"Ministerio de Minas y Energía","MME","1","Transportation","LPG","0.0"
"Ministerio de Minas y Energía","MME","1","Distribution/Final Sale","Natural Gas","0.0"
"Ministerio de Minas y Energía","MME","1","Distribution/Final Sale","Oil Derivatives","0.0"
"Ministerio de Minas y Energía","MME","1","Distribution/Final Sale","LPG","0.0"
"Ministerio de Minas y Energía","MME","1","Imports","Natural Gas","0.0"
"Ministerio de Minas y Energía","MME","1","Imports","Crude Oil","0.0"
"Ministerio de Minas y Energía","MME","1","Imports","Oil Derivatives","0.0"
"Ministerio de Minas y Energía","MME","1","Imports","LPG","0.0"
"Ministerio de Minas y Energía","MME","1","Exports","Natural Gas","0.0"
"Ministerio de Minas y Energía","MME","1","Exports","Crude Oil","0.0"
"Ministerio de Minas y Energía","MME","1","Exports","Oil Derivatives","0.0"
"Ministerio de Minas y Energía","MME","1","Exports","LPG","0.0"
"Comisión de Regulaicón de Energía y Gas","CREG","1","Regulation","N/A","0.0"
"Comisión de Regulaicón de Energía y Gas","CREG","1","Exploration/Production","Natural Gas","0.0"
"Comisión de Regulaicón de Energía y Gas","CREG","1","Transformation","Natural Gas","0.0"
"Comisión de Regulaicón de Energía y Gas","CREG","1","Transformation","Oil Derivatives","0.0"
"Comisión de Regulaicón de Energía y Gas","CREG","1","Transformation","LPG","0.0"
"Comisión de Regulaicón de Energía y Gas","CREG","1","Transportation","Natural Gas","0.0"
"Comisión de Regulaicón de Energía y Gas","CREG","1","Transportation","Oil Derivatives","0.0"
"Comisión de Regulaicón de Energía y Gas","CREG","1","Transportation","LPG","0.0"
"Comisión de Regulaicón de Energía y Gas","CREG","1","Distribution/Final Sale","Natural Gas","0.0"
"Comisión de Regulaicón de Energía y Gas","CREG","1","Distribution/Final Sale","Oil Derivatives","0.0"
"Comisión de Regulaicón de Energía y Gas","CREG","1","Distribution/Final Sale","LPG","0.0"
"Comisión de Regulaicón de Energía y Gas","CREG","1","Imports","Natural Gas","0.0"
"Comisión de Regulaicón de Energía y Gas","CREG","1","Imports","Oil Derivatives","0.0"
"Comisión de Regulaicón de Energía y Gas","CREG","1","Imports","LPG","0.0"
"Comisión de Regulaicón de Energía y Gas","CREG","1","Exports","Natural Gas","0.0"
"Comisión de Regulaicón de Energía y Gas","CREG","1","Exports","Oil Derivatives","0.0"
"Comisión de Regulaicón de Energía y Gas","CREG","1","Exports","LPG","0.0"
"Agencia Nacional de Hidrocarburos","ANH","1","Regulation","N/A","0.0"
"Agencia Nacional de Hidrocarburos","ANH","1","Exploration/Production","Natural Gas","0.0"
"Agencia Nacional de Hidrocarburos","ANH","1","Exploration/Production","Crude Oil","0.0"
"Agencia Nacional de Hidrocarburos","ANH","1","Exports","Crude Oil","0.0"
"Superintendencia de Servicios Públicos Domiciliarios","SSPD","1","Regulation","N/A","0.0"
"Superintendencia de Servicios Públicos Domiciliarios","SSPD","1","Transportation","Natural Gas","0.0"
"Superintendencia de Servicios Públicos Domiciliarios","SSPD","1","Transportation","LPG","0.0"
"Superintendencia de Servicios Públicos Domiciliarios","SSPD","1","Distribution/Final Sale","Natural Gas","0.0"
"Superintendencia de Servicios Públicos Domiciliarios","SSPD","1","Distribution/Final Sale","LPG","0.0"
"Ecopetrol","","1","Transformation","Oil Derivatives","1.0"
"Ecopetrol","","1","Transformation","LPG","0.94"
"Ecopetrol","","1","Transportation","Oil Derivatives","1.0"
"Ecopetrol","","1","Transportation","LPG","1.0"
"Ecopetrol","","1","Imports","Oil Derivatives","1.0"
