"player","acronym","public","role","product","marketshare"
"Ecopetrol","","1","Exports","Natural Gas","1.0"
"Ecopetrol","","1","Exports","Crude Oil","0.65"
"Ecopetrol","","1","Exports","Oil Derivatives","1.0"
"Ecopetrol","","1","Exports","LPG","1.0"
"Ecopetrol (Incluye Hocol)","","1","Exploration/Production","Natural Gas","0.28"
"Ecopetrol (Incluye Hocol)","","1","Exploration/Production","Crude Oil","0.37"
"Pacific Rubiales Energy","","0","Exploration/Production","Natural Gas","0.03"
"Pacific Rubiales Energy","","0","Exploration/Production","Crude Oil","0.31"
"Pacific Rubiales Energy","","0","Exports","Crude Oil","0.18"
"Occidental Colombia","OXY","0","Exploration/Production","Crude Oil","0.06"
"Equion Energía","","0","Exploration/Production","Natural Gas","0.36"
"Equion Energía","","0","Exploration/Production","Crude Oil","0.05"
"Chevron","","0","Exploration/Production","Natural Gas","0.29"
"Other Crude Oil production companies","","0","Exploration/Production","Crude Oil","0.21"
"Other Crude Oil production companies","","0","Exports","Crude Oil","0.17"
"Other Natural Gas production companies","","0","Exploration/Production","Natural Gas","0.04"
"Other private LPG production companies","","0","Exploration/Production","Natural Gas","0.0"
"Other private LPG production companies","","0","Transformation","LPG","0.06"
"Transportadora de Gas Internacional S.A E.S.P","TGI","1","Transportation","Natural Gas","0.57"
"Promigas S.A E.S.P","","0","Transportation","Natural Gas","0.31"
"Other Natural Gas transportation companies","","0","Transportation","Natural Gas","0.12"
"Grupo Gas Natural Fenosa","","0","Distribution/Final Sale","Natural Gas","0.2"
"Gases de Occidente","","0","Distribution/Final Sale","Natural Gas","0.11"
"Gases del Caribe","","0","Distribution/Final Sale","Natural Gas","0.1"
"Surtigas","","0","Distribution/Final Sale","Natural Gas","0.07"
"Grupo EPM","","1","Distribution/Final Sale","Natural Gas","0.12"
"Other natural gas distribution/final sale companies","","0","Distribution/Final Sale","Natural Gas","0.4"
"Terpel","","0","Distribution/Final Sale","Oil Derivatives","0.45"
"ExxonMobil","","0","Distribution/Final Sale","Oil Derivatives","0.23"
"Biomax","","0","Distribution/Final Sale","Oil Derivatives","0.14"
"ChevronTexaco","","0","Distribution/Final Sale","Oil Derivatives","0.13"
"Other oil derivatives distribution/final sale companies","","0","Distribution/Final Sale","Oil Derivatives","0.05"
"Inversiones del Nordeste S.A (Grupo Abastible)","","0","Distribution/Final Sale","LPG","0.34"
"Inversiones GLP (Grupo Gasco)","","0","Distribution/Final Sale","LPG","0.21"
"Chilco (Grupo Lipigas)","","0","Distribution/Final Sale","LPG","0.11"
"Montagas","","0","Distribution/Final Sale","LPG","0.06"
"Other LPG distribution/final sale companies","","0","Distribution/Final Sale","LPG","0.28"
"Industry","","0","Consumption","Natural Gas","0.73"
"Industry","","0","Consumption","Oil Derivatives","0.06"
"Industry","","0","Consumption","LPG","0.33"
"Transport","","0","Consumption","Natural Gas","0.08"
"Transport","","0","Consumption","Oil Derivatives","0.8"
"Residential","","0","Consumption","Natural Gas","0.13"
"Residential","","0","Consumption","LPG","0.5"
"Commercial","","0","Consumption","Natural Gas","0.06"
"Commercial","","0","Consumption","Oil Derivatives","0.01"
"Commercial","","0","Consumption","LPG","0.13"
"Other","","0","Consumption","Oil Derivatives","0.13"
"Other","","0","Consumption","LPG","0.04"
