"year","instrument","docid","url","policy","regulation","description","power","hydrocarbon"
"1922","Decreto S/N 1922 06/03/1922","39857117.0","http://www.iadb.org/document.cfm?id=39857117","1","0","CREACION DE LA DIRECION GENERAL DE YPF","0","1"
"1960","Ley  15.336 09/15/1960 -- B.O. 09/22/1960","39857263.0","http://www.iadb.org/document.cfm?id=39857263","1","0","ENERGIA ELECTRICA - REGIME JURIDICO ","1","0"
"1967","Ley  17.319 06/23/1967 -- B.O. 06/30/1967","39857170.0","http://www.iadb.org/document.cfm?id=39857170","1","1","HIDROCARBUROS REGIMEN ","0","1"
"1989","Ley  23.696 08/17/1989 -- B.O. 08/23/1989","39857243.0","http://www.iadb.org/document.cfm?id=39857243","1","0","REFORMA DEL ESTADO ","1","1"
"1992","Ley  24.065 12/19/1991 -- B.O. 01/16/1992","39857143.0","http://www.iadb.org/document.cfm?id=39857143","0","1","ENERGIA ELECTRICA - REGIMEN LEGAL ","1","0"
"1992","Ley  24.076 05/20/1992 -- B.O. 06/12/1992","39857196.0","http://www.iadb.org/document.cfm?id=39857196","1","1","GAS NATURAL MARCO REGULATORIO - PRIVATIZACION GAS DEL ESTADO","1","1"
"1992","Ley  24.145 09/24/1992 -- B.O. 11/06/1992","39857210.0","http://www.iadb.org/document.cfm?id=39857210","1","0","PRIVATIZACION DEL CAPITAL DE Y.P.F. S.A. ","0","1"
"1997","Ley  24.804 04/02/1997 -- B.O. 04/25/1997","39857132.0","http://www.iadb.org/document.cfm?id=39857132","0","1","LEY NACIONAL DE LA ACTIVIDAD NUCLEAR","1","0"
"1998","Ley  25.019 09/23/1998 -- B.O. 10/26/1998","39857185.0","http://www.iadb.org/document.cfm?id=39857185","0","0","LA GENERACION DE ENERGIA EOLICA Y SOLAR","1","0"
"2002","Ley  25.561 01/06/2002 -- B.O. 01/07/2002","39857284.0","http://www.iadb.org/document.cfm?id=39857284","1","0","EMERGENCIA PUBLICA Y REFORMA DEL REGIMEN CAMBIARIO","1","1"
"2004","Ley  25.943 10/20/2004 -- B.O. 11/03/2004","39857108.0","http://www.iadb.org/document.cfm?id=39857108","1","0","CREACION ENARSA","1","1"
"2005","Ley  26.019 03/02/2005 --  B.O. 03/28/2005","39857147.0","http://www.iadb.org/document.cfm?id=39857147","1","0","ABASTECIMIENTO DE GAS PROPANO PARA REDES DE DISTRIBUCION ","0","1"
"2005","Ley  26.020 03/09/2005 -- B.O. 04/08/2005","39857251.0","http://www.iadb.org/document.cfm?id=39857251","0","1","LAS NECESIDADES DEL GLP DE SECTORES DE BAJOS RECURSOS Y PARA LA EXPANSION DE REDES DE GAS NATURAL","0","1"
"2006","Ley  26.093 04/19/2006 -- B.O. 05/15/2006","39857306.0","http://www.iadb.org/document.cfm?id=39857306","0","1","REGIMEN DE REGULACION Y PROMOCION DE BIOCOMBUSTIBLES","0","1"
"2006","Ley  26.154 10/11/2006 -- B.O. 11/01/2006","39857233.0","http://www.iadb.org/document.cfm?id=39857233","1","0","REGIMENES PROMOCIONALES PARA LA EXPLORACION Y EXPLOTACION DE HIDROCARBUROS ","0","1"
"2007","Ley  26.190 12/06/2006 -- B.O. 01/02/2007","39857216.0","http://www.iadb.org/document.cfm?id=39857216","1","0","FOMENTO PARA EL USO DE FUENTES RENOVABLES DE ENERGIA DESTINADA A LA PRODUCCION DE ENERGIA ELECTRICA. ","1","0"
"2007","Ley  26.197 12/06/2006 -- B.O. 01/05/2007","39857323.0","http://www.iadb.org/document.cfm?id=39857323","1","0","ADMINISTRACION DE LAS PROVINCIAS SOBRE LOS YACIMIENTOS DE HIDROCARBUROS QUE SE ENCONTRAREN EN SUS TERRITORIOS, ","0","1"
"2008","Ley  26.334 12/04/2007 -- B.O. 01/03/2008","39857221.0","http://www.iadb.org/document.cfm?id=39857221","1","0","REGIMEN DE PROMOCION DE LA PRODUCCION DE BIOETANOL.","0","1"
"2011","Ley  26.659 03/16/2011 -- B.O. 04/13/2011","39857253.0","http://www.iadb.org/document.cfm?id=39857253","1","0","EXPLORACION Y EXPLOTACION DE HIDROCARBUROS ","0","1"
"2012","Ley  26.741 05/03/2012 -- B.O. 05/07/2012","39857156.0","http://www.iadb.org/document.cfm?id=39857156","1","0"," DECLARASE DE UTILIDAD PUBLICA Y SUJETO A EXPROPIACION EL PATRIMONIO DE YPF","0","1"
"2013","Ley  26.915 11/27/2013 -- B.O. 12/09/2013","39857097.0","http://www.iadb.org/document.cfm?id=39857097","1","0","HIDROCARBUROS - LEY 26.659 - MODIFICACION","0","1"
"2014","Ley  27.007  10/29/2014 -- D.O. 10/31/2014 ","39857179.0","http://www.iadb.org/document.cfm?id=39857179","1","0","MODIFICACIONES AL REGIMEN DE LA LEY DE HIDROCARBUROS","0","1"
