country,flow,value
Argentina,Electricity output in GWh,5766.0
Argentina,Production,30.176605890410958
Argentina,Electricity,-30.176605890410958
Belgium,Electricity output in GWh,34601.0
Belgium,Production,181.0857421917808
Belgium,Electricity,-181.0857421917808
Brazil,Electricity output in GWh,3381.0
Brazil,Production,17.69459991780822
Brazil,Electricity,-17.69459991780822
Canada,Electricity output in GWh,60521.0
Canada,Production,328.12538153424657
Canada,Electricity,-328.1253815342465
Southern Cone,Electricity output in GWh,9147.0
Southern Cone,Production,47.87120580821919
Southern Cone,Electricity,-47.87120580821919
Finland,Electricity output in GWh,19059.0
Finland,Production,99.74605761643835
Finland,Electricity,-99.74605761643835
France,Electricity output in GWh,224100.0
France,Production,1172.8365094246576
France,Electricity,-1172.8365094246576
Germany,Electricity output in GWh,138641.0
Germany,Production,727.3121609863014
Germany,Electricity,-727.3121609863013
India,Electricity output in GWh,4982.0
India,Production,26.07349279452055
India,Electricity,-26.07349279452055
Italy,Electricity output in GWh,7024.0
Italy,Production,36.76039180821918
Italy,Electricity,-36.76039180821918
Japan,Electricity output in GWh,159578.0
Japan,Production,835.1579890958905
Japan,Electricity,-835.1579890958905
LAC,Electricity output in GWh,9147.0
LAC,Production,47.87120580821919
LAC,Electricity,-47.87120580821919
Netherlands,Electricity output in GWh,3899.0
Netherlands,Production,20.405575315068493
Netherlands,Electricity,-20.405575315068493
North America,Electricity output in GWh,467233.0
North America,Production,2456.669260876712
North America,Electricity,-2456.669260876712
Korea,Electricity output in GWh,16745.0
Korea,Production,87.63563243835617
Korea,Electricity,-87.63563243835617
Spain,Electricity output in GWh,28044.0
Spain,Production,146.769413369863
Spain,Electricity,-146.769413369863
Sweden,Electricity output in GWh,58561.0
Sweden,Production,306.48139769863013
Sweden,Electricity,-306.48139769863013
United Kingdom,Electricity output in GWh,61095.0
United Kingdom,Production,319.7431750958904
United Kingdom,Electricity,-319.7431750958904
USA,Electricity output in GWh,406712.0
USA,Production,2128.5438793424655
USA,Electricity,-2128.5438793424655
World,Electricity output in GWh,1492098.0
World,Production,7822.319811479452
World,Electricity,-7822.319831561644
Switzerland,Electricity output in GWh,23341.0
Switzerland,Production,122.68359567123288
Switzerland,Electricity,-122.68359567123287
