country,flow,value
Argentina,Electricity output in GWh,259.0
Argentina,Production,1.355487698630137
Argentina,Electricity,-1.355487698630137
Belgium,Electricity output in GWh,58.75
Belgium,Production,0.3074734178082192
Belgium,Electricity,-0.30746839726027403
Canada,Electricity output in GWh,10357.0
Canada,Production,55.76343689041096
Canada,Electricity,-55.763441910958896
Southern Cone,Electricity output in GWh,259.0
Southern Cone,Production,1.355487698630137
Southern Cone,Electricity,-1.355487698630137
France,Electricity output in GWh,13341.0
France,Production,69.8206699041096
France,Electricity,-69.8206699041096
Germany,Electricity output in GWh,10575.75
Germany,Production,55.34861913698631
Germany,Electricity,-55.34861913698631
India,Electricity output in GWh,1731.25
India,Production,9.060567815068493
India,Electricity,-9.060567815068493
Italy,Electricity output in GWh,3385.75
Italy,Production,17.719461671232878
Italy,Electricity,-17.719461671232878
Japan,Electricity output in GWh,11726.5
Japan,Production,61.37111783561643
Japan,Electricity,-61.37111783561643
LAC,Electricity output in GWh,259.0
LAC,Production,1.355487698630137
LAC,Electricity,-1.355487698630137
Netherlands,Electricity output in GWh,1279.0
Netherlands,Production,6.693700773972603
Netherlands,Electricity,-6.693700773972603
North America,Electricity output in GWh,87552.75
North America,Production,459.77054985616445
North America,Electricity,-459.7705548767123
Spain,Electricity output in GWh,5260.5
Spain,Production,27.531043212328765
Spain,Electricity,-27.531043212328765
Sweden,Electricity output in GWh,1430.0
Sweden,Production,7.483965143835616
Sweden,Electricity,-7.483965143835616
Switzerland,Electricity output in GWh,4652.0
Switzerland,Production,24.346429321917807
Switzerland,Electricity,-24.346429321917807
United Kingdom,Electricity output in GWh,29635.0
United Kingdom,Production,155.09598711643838
United Kingdom,Electricity,-155.09598711643835
USA,Electricity output in GWh,77195.75
USA,Production,404.0071129657534
USA,Electricity,-404.0071129657534
World,Electricity output in GWh,184867.25
World,Production,969.0699800000001
World,Electricity,-969.0699799999999
