country,flow,value
Brazil,Heat and Waste,103.86921273972598
Brazil,Industry,780.9352479178082
Brazil,Transport,576.9359156849316
Brazil,Residential,373.8157918493151
Brazil,Commercial,73.59584080821918
Brazil,Other,291.8910226575343
Brazil,Total Consumption,2097.173839
Brazil,Hydrocarbon Heat and Waste,5.5519378013698315
Brazil,Electricity Heat and Waste,98.31727493835615
Argentina,Heat and Waste,141.446457739726
Argentina,Industry,173.61489071917808
Argentina,Transport,192.2612810958904
Argentina,Residential,123.95296591095892
Argentina,Commercial,35.280700773972605
Argentina,Other,79.64775991780822
Argentina,Total Consumption,604.7576235205479
Argentina,Hydrocarbon Heat and Waste,12.453981273972602
Argentina,Electricity Heat and Waste,128.99247646575338
Austria,Heat and Waste,52.565081760273955
Austria,Industry,95.07767600684932
Austria,Transport,81.44530184246575
Austria,Residential,113.64818080136988
Austria,Commercial,36.79227228767123
Austria,Other,53.62762550684931
Austria,Total Consumption,370.7737866232877
Austria,Hydrocarbon Heat and Waste,8.825450534246585
Austria,Electricity Heat and Waste,43.73963122602737
Belgium,Heat and Waste,209.87525101369874
Belgium,Industry,195.89200581506847
Belgium,Transport,117.28966957534247
Belgium,Residential,177.67114202054793
Belgium,Commercial,53.81255236986301
Belgium,Other,65.82973593150685
Belgium,Total Consumption,606.0013789246575
Belgium,Hydrocarbon Heat and Waste,10.126932198630243
Belgium,Electricity Heat and Waste,199.7483188150685
Bolivia,Heat and Waste,4.792042726027393
Bolivia,Industry,7.019117630136986
Bolivia,Transport,12.75885906849315
Bolivia,Residential,20.08771940410959
Bolivia,Commercial,0.383409205479452
Bolivia,Other,0.4908338698630137
Bolivia,Total Consumption,40.73995926027398
Bolivia,Hydrocarbon Heat and Waste,1.592527849315065
Bolivia,Electricity Heat and Waste,3.1995148767123283
Andean,Heat and Waste,271.65846044520526
Andean,Industry,381.34056902739724
Andean,Transport,376.7808270547945
Andean,Residential,278.89567569863016
Andean,Commercial,36.89196530821917
Andean,Other,76.87914360958905
Andean,Total Consumption,1150.7881656369864
Andean,Hydrocarbon Heat and Waste,69.80514134931491
Andean,Electricity Heat and Waste,201.85331909589036
Canada,Heat and Waste,601.2492294726023
Canada,Industry,951.0584529726026
Canada,Transport,792.6175659520546
Canada,Residential,533.5544854931507
Canada,Commercial,411.0587386438357
Canada,Other,329.74326315068487
Canada,Total Consumption,3000.715712568493
